0,0123473E6A1FB351EE,Pred,background: 0.99609,drone: 0.00000,34.61463000,-112.45115000,0-00-00 99:99:99,0.00,Invalid,D 264,I 9,3.74,
1,0123473E6A1FB351EE,Pred,background: 0.99609,drone: 0.00000,34.61463000,-112.45115000,0-00-00 99:99:99,0.00,Invalid,D 263,I 9,3.71,
2,0123473E6A1FB351EE,Pred,background: 0.99609,drone: 0.00000,34.61463000,-112.45115000,0-00-00 23:59:42,0.00,Invalid,D 263,I 9,3.74,
3,0123473E6A1FB351EE,Pred,background: 0.99609,drone: 0.00391,34.61463000,-112.45115000,2080-01-05 23:59:42,0.00,Invalid,D 263,I 9,3.74,
4,0123473E6A1FB351EE,Pred,background: 0.99609,drone: 0.00000,34.61463000,-112.45115000,2080-01-05 23:59:43,0.00,Invalid,D 264,I 9,3.71,
5,0123473E6A1FB351EE,Pred,background: 0.99609,drone: 0.00000,34.61463000,-112.45115000,2080-01-05 23:59:43,0.00,Invalid,D 265,I 10,3.72,
6,0123473E6A1FB351EE,Pred,background: 0.99609,drone: 0.00000,34.61463000,-112.45115000,2080-01-05 23:59:44,0.00,Invalid,D 265,I 10,3.70,
7,0123473E6A1FB351EE,Pred,background: 0.99609,drone: 0.00000,34.61463000,-112.45115000,2080-01-05 23:59:45,0.00,Invalid,D 263,I 9,3.71,
8,0123473E6A1FB351EE,Pred,background: 0.99609,drone: 0.00000,34.61463000,-112.45115000,2080-01-05 23:59:45,0.00,Invalid,D 265,I 10,3.70,
9,0123473E6A1FB351EE,Pred,background: 0.99609,drone: 0.00391,34.61463000,-112.45115000,2080-01-05 23:59:46,0.00,Invalid,D 264,I 10,3.71,
10,0123473E6A1FB351EE,Pred,background: 0.99609,drone: 0.00391,34.61463000,-112.45115000,2080-01-05 23:59:47,0.00,Invalid,D 263,I 9,3.71,
11,0123473E6A1FB351EE,Pred,background: 0.99609,drone: 0.00391,34.61463000,-112.45115000,2080-01-05 23:59:48,0.00,Invalid,D 262,I 9,3.70,
