0,0123031B3121A623EE,Pred,background: 0.99609,drone: 0.00000,34.61507200,-112.45791200,2025-01-23 16:41:41,5211,Valid,D 265,I 9,2.77,
1,0123031B3121A623EE,Pred,background: 0.99609,drone: 0.00391,34.61507200,-112.45792000,2025-01-23 16:41:44,5211,Valid,D 264,I 9,2.77,
2,0123031B3121A623EE,Pred,background: 0.99609,drone: 0.00391,34.61502400,-112.45789600,2025-01-23 16:41:45,5210,Valid,D 265,I 9,2.75,
3,0123031B3121A623EE,Pred,background: 0.99609,drone: 0.00391,34.61501200,-112.45789600,2025-01-23 16:41:46,5211,Valid,D 265,I 9,2.76,
4,0123031B3121A623EE,Pred,background: 0.99219,drone: 0.00781,34.61500800,-112.45789600,2025-01-23 16:41:47,5212,Valid,D 264,I 10,2.74,
5,0123031B3121A623EE,Pred,background: 0.99609,drone: 0.00391,34.61501200,-112.45789600,2025-01-23 16:41:48,5212,Valid,D 265,I 9,2.75,
6,0123031B3121A623EE,Pred,background: 0.99609,drone: 0.00391,34.61501200,-112.45789600,2025-01-23 16:41:49,5212,Valid,D 265,I 9,2.75,
7,0123031B3121A623EE,Pred,background: 0.99609,drone: 0.00391,34.61501200,-112.45789600,2025-01-23 16:41:50,5212,Valid,D 264,I 9,2.74,
8,0123031B3121A623EE,Pred,background: 0.99609,drone: 0.00391,34.61501600,-112.45789600,2025-01-23 16:41:51,5212,Valid,D 265,I 9,2.73,
9,0123031B3121A623EE,Pred,background: 0.99609,drone: 0.00391,34.61501200,-112.45790400,2025-01-23 16:41:52,5212,Valid,D 265,I 9,2.72,
10,0123031B3121A623EE,Pred,background: 0.99609,drone: 0.00391,34.61501200,-112.45790400,2025-01-23 16:41:53,5212,Valid,D 265,I 9,2.72,
11,0123031B3121A623EE,Pred,background: 0.99609,drone: 0.00391,34.61501200,-112.45790400,2025-01-23 16:41:54,5212,Valid,D 264,I 9,2.74,
